-144.44402,-100.86057,108.18731,74.2737,174.40991,170.37357
-133.13692,-149.86099,122.13231,102.49999,149.88053,101.87597
-101.5957,-98.1242,118.98734,132.45772,148.58448,120.88082
-147.89284,-120.19028,105.17909,141.86913,176.05984,98.08269
-147.05936,-101.39073,108.35997,73.10272,174.30696,171.83228
-109.82862,-89.282,102.13199,83.59781,141.4438,155.8589
-105.97396,-127.81852,88.43886,127.99404,99.17157,139.65629
-99.54716,-79.67574,115.66101,127.67676,171.48707,108.1844
-115.97597,-131.3727,120.87438,114.04873,149.70315,129.4259
-100.17349,-98.89396,98.70009,89.81549,95.27051,96.11809
-193.51955,-170.35292,146.29101,122.90773,195.17068,100.38804
-111.87577,-125.93676,92.94639,131.04296,99.35915,140.98297
-99.49632,-91.76932,125.11113,81.69659,148.04485,143.64249
-102.17445,-100.53941,124.18501,83.49738,143.98776,145.03423
-89.06418,-98.97348,106.53675,94.94534,98.9169,92.82118
-146.00886,-134.78272,86.99324,116.34878,211.32623,121.78047
-123.9935,-146.16287,88.31858,73.72894,84.04494,121.80098
-141.02387,-161.05094,108.81174,145.08864,155.82384,124.65871
-125.9217,-140.94625,87.66066,73.61041,82.47636,121.43607
-144.82226,-101.0979,108.01939,71.44673,173.29368,170.14727
-105.08174,-91.91201,127.37882,76.21828,142.31482,148.83368
-110.67706,-129.86732,90.55935,129.01685,102.4675,140.40281
-116.73309,-128.49388,88.69936,137.51884,107.02423,134.18382
-100.95969,-101.63476,114.21616,131.84634,145.32359,125.58291
-108.25987,-103.88196,115.46146,135.25705,150.26376,123.93547
-86.96142,-92.00464,96.16559,93.8287,102.0023,91.08508
-110.38575,-131.89778,89.25904,129.58705,99.3505,133.10707
-101.93127,-106.88977,111.60415,137.41637,152.88596,110.02246
-144.40008,-100.2313,106.96208,73.32056,173.59293,169.37898
-143.73162,-97.76091,106.31975,72.94937,174.26145,172.64224
-123.53637,-145.88462,89.70902,71.87065,82.52416,120.05751
-104.1845,-88.13038,123.62353,81.3787,144.51587,153.44778
-102.70312,-80.46511,105.03332,122.72323,158.20379,103.17953
-110.13283,-125.63834,87.89567,127.48372,102.50111,138.40169
-89.8463,-91.38414,91.41677,97.87381,96.14283,94.77223
-105.15752,-86.81625,118.34691,82.73189,141.66797,149.96686
-105.52202,-100.85313,108.06282,121.37179,165.58897,117.34388
-92.99653,-73.92578,113.99898,126.75965,157.73554,105.2376
-124.86166,-145.11177,87.54422,73.72841,83.01744,119.67158
-139.201,-169.93103,144.22349,118.71914,166.12678,145.75038
-107.33475,-113.24332,112.32156,131.98131,144.68124,115.27841
-103.04074,-157.75527,127.61929,134.5419,221.78292,121.58702
-111.35647,-127.09702,88.39043,131.59,101.50741,132.72059
-147.61559,-101.55181,107.91735,76.62451,177.14782,170.45835
-149.2505,-100.70607,108.51978,76.11134,175.57686,171.61198
-95.24602,-105.2034,93.40434,95.26054,95.27306,94.21645
-101.30798,-90.07435,121.83437,81.81121,135.95658,151.92191
-116.48505,-91.00087,93.92373,94.41354,160.9641,150.52688
