-100.0,0.0,-100.0,0.0,-100.0,0.0
-66.66667,0.0,-100.0,0.0,-100.0,0.0
-33.33334,0.0,-100.0,0.0,-100.0,0.0
-100.0,0.0,-100.0,16.66667,-100.0,0.0
-66.66667,0.0,-100.0,16.66667,-100.0,0.0
-33.33334,0.0,-100.0,16.66667,-100.0,0.0
-100.0,0.0,-100.0,33.33334,-100.0,0.0
-66.66667,0.0,-100.0,33.33334,-100.0,0.0
-33.33334,0.0,-100.0,33.33334,-100.0,0.0
-100.0,0.0,-100.0,50.00001,-100.0,0.0
-66.66667,0.0,-100.0,50.00001,-100.0,0.0
-100.0,0.0,-100.0,66.66668,-100.0,0.0
-66.66667,0.0,-100.0,66.66668,-100.0,0.0
-100.0,0.0,-66.66667,0.0,-100.0,0.0
-66.66667,0.0,-66.66667,0.0,-100.0,0.0
-33.33334,0.0,-66.66667,0.0,-100.0,0.0
-100.0,0.0,-66.66667,16.66667,-100.0,0.0
-66.66667,0.0,-66.66667,16.66667,-100.0,0.0
-33.33334,0.0,-66.66667,16.66667,-100.0,0.0
-100.0,0.0,-66.66667,33.33334,-100.0,0.0
-66.66667,0.0,-66.66667,33.33334,-100.0,0.0
-100.0,0.0,-66.66667,50.00001,-100.0,0.0
-66.66667,0.0,-66.66667,50.00001,-100.0,0.0
-100.0,0.0,-66.66667,66.66668,-100.0,0.0
-100.0,0.0,-33.33334,0.0,-100.0,0.0
-66.66667,0.0,-33.33334,0.0,-100.0,0.0
-100.0,0.0,-33.33334,16.66667,-100.0,0.0
-66.66667,0.0,-33.33334,16.66667,-100.0,0.0
-100.0,0.0,-33.33334,33.33334,-100.0,0.0
-100.0,0.0,-100.0,0.0,-66.66667,0.0
-66.66667,0.0,-100.0,0.0,-66.66667,0.0
-33.33334,0.0,-100.0,0.0,-66.66667,0.0
-100.0,0.0,-100.0,16.66667,-66.66667,0.0
-66.66667,0.0,-100.0,16.66667,-66.66667,0.0
-33.33334,0.0,-100.0,16.66667,-66.66667,0.0
-100.0,0.0,-100.0,33.33334,-66.66667,0.0
-66.66667,0.0,-100.0,33.33334,-66.66667,0.0
-100.0,0.0,-100.0,50.00001,-66.66667,0.0
-66.66667,0.0,-100.0,50.00001,-66.66667,0.0
-100.0,0.0,-100.0,66.66668,-66.66667,0.0
-100.0,0.0,-66.66667,0.0,-66.66667,0.0
-66.66667,0.0,-66.66667,0.0,-66.66667,0.0
-100.0,0.0,-66.66667,16.66667,-66.66667,0.0
-66.66667,0.0,-66.66667,16.66667,-66.66667,0.0
-100.0,0.0,-66.66667,33.33334,-66.66667,0.0
-66.66667,0.0,-66.66667,33.33334,-66.66667,0.0
-100.0,0.0,-66.66667,50.00001,-66.66667,0.0
-66.66667,0.0,-66.66667,50.00001,-66.66667,0.0
-100.0,0.0,-33.33334,0.0,-66.66667,0.0
-100.0,0.0,-33.33334,16.66667,-66.66667,0.0
-100.0,0.0,-100.0,0.0,-33.33334,0.0
-66.66667,0.0,-100.0,0.0,-33.33334,0.0
-100.0,0.0,-100.0,16.66667,-33.33334,0.0
-66.66667,0.0,-100.0,16.66667,-33.33334,0.0
-100.0,0.0,-100.0,33.33334,-33.33334,0.0
-100.0,0.0,-66.66667,0.0,-33.33334,0.0
-100.0,0.0,-66.66667,16.66667,-33.33334,0.0
-100.0,16.66667,-100.0,0.0,-100.0,0.0
-66.66667,16.66667,-100.0,0.0,-100.0,0.0
-33.33334,16.66667,-100.0,0.0,-100.0,0.0
-100.0,16.66667,-100.0,16.66667,-100.0,0.0
-66.66667,16.66667,-100.0,16.66667,-100.0,0.0
-33.33334,16.66667,-100.0,16.66667,-100.0,0.0
-100.0,16.66667,-100.0,33.33334,-100.0,0.0
-66.66667,16.66667,-100.0,33.33334,-100.0,0.0
-33.33334,16.66667,-100.0,33.33334,-100.0,0.0
-100.0,16.66667,-100.0,50.00001,-100.0,0.0
-66.66667,16.66667,-100.0,50.00001,-100.0,0.0
